epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,372.041,1.34575,0.85668,0.90394,0.07102,0.63413,0.1448,0.07704,1.3474,4.04516,0.89755,0.000331915,0.000331915,0.000331915
